Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
vishd29,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,329,TOEFL,113,7.65 CGPA ,40 months,
NinadB,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,309,TOEFL,101,7.61 CGPA ,9 months,
Achiever1989,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,314,TOEFL,110,72%,60 months,
theharishkm,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,N.A. ,TOEFL,104,8.15 CGPA ,33 months,
shruti1735,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,320,TOEFL,0,7.54 CGPA ,7 months,
jd1993,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,322,TOEFL,106,7.29 CGPA ,26 months,
ManishaSharma2194,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,315,TOEFL,101,8.45 CGPA ,24 months,
Poseidon,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,321,TOEFL,109,60%,29 months,
Deva99,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,319,TOEFL,110,8.98 CGPA ,6 months,
manyam123,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,307,TOEFL,100,8.91 CGPA ,24 months,
bhavul,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,325,TOEFL,114,7.72 CGPA ,25 months,
AdityaSathe,Carnegie Mellon University,Information Systems,Fall 2018 ,Reject,321,TOEFL,0,9.45 CGPA ,11 months,
sanketwalavalka,Carnegie Mellon University,Information Systems,Fall 2011 ,Reject,N.A. ,TOEFL,101,68%,NA,
hunkydk,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,320,TOEFL,104,6.56 CGPA ,19 months,
patvik,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,311,TOEFL,104,60.43%,NA,
yplfc,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,317,TOEFL,110,6.79 CGPA ,1 month,
PrachiC,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,316,TOEFL,108,71%,13 months,
Harshil Dhruve,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,308,TOEFL,95,71.43%,25 months,
akshayadiga,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,313,TOEFL,98,9.2 CGPA ,13 months,
adi666452,Carnegie Mellon University,Information Systems,Fall 2017 ,Reject,332,TOEFL,112,9.45 CGPA ,4 months,
Aditikwl,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,314,TOEFL,105,79%,6 months,
vivekku9944,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,293,TOEFL,82,55%,22 months,
aviralpushkarna,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,318,ENG TEST,NA ,7.71 CGPA ,NA,
kinjal94,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,9.45 CGPA ,24 months,
chandu939,Carnegie Mellon University,Information Systems,Spring 2019 ,Interested,314,IELTS,7.5,75.82%,36 months,
Achus,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,320,IELTS,7,7.2 CGPA ,36 months,
palandepranav,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,332,TOEFL,110,8.76 CGPA ,8 months,
Tanya235,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,325,TOEFL,115,6.98 CGPA ,25 months,
saisruthi95,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,319,TOEFL,109,7.97 CGPA ,24 months,
yl1990,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,97%,60 months,
snehGajiwala,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,319,TOEFL,104,9.39 CGPA ,2 months,
addy1996,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7 CGPA ,NA,
nino123456,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,80%,NA,
Yasmin,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,317,ENG TEST,NA ,74%,12 months,
DevRajBisi,Carnegie Mellon University,Information Systems,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,7.8 CGPA ,42 months,
Kokil57,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,322,TOEFL,110,5.66 CGPA ,6 months,
Maqutadir,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,321,TOEFL,110,66%,46 months,
vvr113,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,322,TOEFL,113,8.79 CGPA ,6 months,
SagarBillore,Carnegie Mellon University,Information Systems,Fall 2018 ,Interested,309,TOEFL,98,65%,NA,
Karanrane,Carnegie Mellon University,Information Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,77%,15 months,
Shubhi20,University of Delaware,Management Information System,Fall 2018 ,Applied,309,IELTS,7.5,9.24 CGPA ,40 months,
vinay0028,University of Delaware,Management Information System,Fall 2016 ,Applied,305,IELTS,7,51%,54 months,
kanchi ,University of Delaware,Management Information System,Fall 2016 ,Applied,306,TOEFL,94,6.6 CGPA ,NA,
malagb01,University of Delaware,Management Information System,Fall 2016 ,Applied,311,IELTS,7.5,69%,48 months,
ayushivarma,University of Delaware,Management Information System,Fall 2016 ,Applied,300,TOEFL,99,7.46 CGPA ,NA,
shikha28,University of Delaware,Management Information System,Fall 2016 ,Applied,304,TOEFL,90,6 CGPA ,30 months,
exiee,University of Delaware,Management Information System,Fall 2016 ,Applied,304,TOEFL,90,6 CGPA ,30 months,
ganeshn,University of Delaware,Management Information System,Fall 2017 ,Applied,296,IELTS,6,70.80%,30 months,
koushika92,University of Delaware,Management Information System,Fall 2016 ,Applied,308,ENG TEST,NA ,8 CGPA ,30 months,
muralidhar_mutnuru,University of Delaware,Management Information System,Fall 2016 ,Applied,308,TOEFL,112,8 CGPA ,30 months,
ankitbhangdia,University of Delaware,Management Information System,Fall 2015 ,Applied,300,TOEFL,0,54.13%,30 months,
rohan1234,University of Delaware,Management Information System,Fall 2018 ,Admit,295,IELTS,7.5,7.51 CGPA ,32 months,
Shreya0110,University of Delaware,Management Information System,Spring 2018 ,Admit,303,TOEFL,93,64.10%,2 months,
Ayush3195,University of Delaware,Management Information System,Fall 2017 ,Admit,310,IELTS,7.5,6.47 CGPA ,NA,
Divyaa,University of Delaware,Management Information System,Fall 2017 ,Admit,313,TOEFL,108,6.47 CGPA ,12 months,
apurv1595,University of Delaware,Management Information System,Fall 2017  ,Admit,303,TOEFL,108,7.696 CGPA ,2 months,
sanhith,University of Delaware,Management Information System,Spring 2017 ,Admit,300,IELTS,6.5,7.4 CGPA ,16 months,
abhishekthelord,University of Delaware,Management Information System,Fall 2016 ,Admit,N.A. ,ENG TEST,NA ,72%,21 months,
Adi8081234,University of Delaware,Management Information System,Fall 2017 ,Reject,306,TOEFL,92,6.75 CGPA ,1 month,
navhar,University of Delaware,Management Information System,Spring 2017 ,Reject,305,TOEFL,93,7.2 CGPA ,25 months,
vatsalajmera,University of Delaware,Management Information System,Fall 2016 ,Reject,312,TOEFL,101,75%,NA,
jituparwani,University of Delaware,Management Information System,Fall 2016 ,Reject,283,TOEFL,98,68%,NA,
kewalc,University of Delaware,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,58%,NA,
Arpi99,University of Delaware,Management Information System,Spring 2019 ,Interested,281,IELTS,6.5,74%,60 months,
WrittikaRoy,University of Delaware,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,75%,NA,
srushti17,University of Delaware,Management Information System,Spring 2019 ,Interested,301,ENG TEST,NA ,7.6 CGPA ,19 months,
Sibasis,University of Delaware,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6 CGPA ,NA,
SatyaV,University of Delaware,Management Information System,Spring 2019 ,Interested,N.A. ,IELTS,7,6.5 CGPA ,22 months,
Ram1199,University of Delaware,Management Information System,Spring 2019 ,Interested,305,IELTS,7,62%,8 months,
Sudhakar17,University of Delaware,Management Information System,Spring 2019 ,Interested,331,IELTS,7,65%,15 months,
AbhaAshapure,University of Delaware,Management Information System,Fall 2018 ,Interested,300,TOEFL,83,68.19%,12 months,
rohinik,University of Delaware,Management Information System,Fall 2019 ,Interested,296,TOEFL,100,8.05 CGPA ,48 months,
Ankit712arf,University of Delaware,Management Information System,Spring 2019 ,Interested,302,TOEFL,99,67.91%,53 months,
skondepudi,University of Delaware,Management Information System,Fall 2018 ,Interested,297,IELTS,7,6.87 CGPA ,32 months,
sam1191,University of Delaware,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,65%,NA,
Jagrutp,University of Delaware,Management Information System,Spring 2018 ,Interested,N.A. ,IELTS,6.5,60%,38 months,
vismita,University of Delaware,Management Information System,Fall 2018 ,Interested,302,TOEFL,98,65%,29 months,
vivek s,University of Delaware,Management Information System,Fall 2018 ,Interested,304,TOEFL,99,76%,38 months,
radhi23,University of Delaware,Management Information System,Spring 2018 ,Interested,N.A. ,ENG TEST,NA ,78.30%,NA,
Aarushi7,University of Delaware,Management Information System,Fall 2018 ,Interested,309,IELTS,7,71.40%,36 months,
nehru,University of Delaware,Management Information System,Spring 2019 ,Interested,282,ENG TEST,NA ,54%,NA,
A18,University of Delaware,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,9 CGPA ,NA,
prateik,Drexel University,Information Systems,Fall 2018 ,Applied,301,IELTS,6,6.5 CGPA ,10 months,
Sohini014,Drexel University,Information Systems, Fall 2018 ,Applied,313,TOEFL,100,65%,12 months,
gauthammr,Drexel University,Information Systems,Fall 2018 ,Applied,305,TOEFL,84,65.90%,8 months,
abhishek1403,Drexel University,Information Systems,Fall 2016 ,Applied,292,TOEFL,85,7.62 CGPA ,36 months,
yfiiiiyfi,Drexel Universit,y Information Systems,Fall 2018 ,Admit,N.A. ,ENG TEST,NA ,54%,NA,
Thiagu,Drexel University,Information Systems,Fall 2018 ,Admit,N.A. ,TOEFL,103,6.1 CGPA ,2 months,
ramkrish94,Drexel University,Information Systems,Admit,GRE,ENG TEST,NA ,UNDERGRAD,NA,,
ArunCR7,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,97,6.88 CGPA ,NA,
Rushikesh420,Drexel University,Information Systems,Fall 2018 ,Admit,298,TOEFL,0,57.43%,6 months,
Rashi77,Drexel University,Information Systems,Fall 2018 ,Admit,300,TOEFL,104,7.8 CGPA ,20 months,
saylibhutkar,Drexel University,Information Systems,Fall 2018 ,Admit,302,IELTS,6.5,7.75 CGPA ,NA,
Kanksha ,Drexel University,Information Systems,Fall 2018 ,Admit,305,TOEFL,96,8.4 CGPA ,4 months,
Yashbar,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,102, 8 CGPA ,NA,
PrachiG,Drexel University,Information Systems,Fall 2018 ,Admit,309,TOEFL,93,7.445 CGPA ,4 months,
Alloy,Drexel University,Information Systems,Fall 2018 ,Admit,302,IELTS,7,8.22 CGPA ,8 months,
Aamyyy,Drexel University,Information Systems,Fall 2016 ,Admit,N.A. ,IELTS,7,60%,39 months,
sartarora,Drexel University,Information Systems,Spring 2018 ,Admit,308,TOEFL,100,6.79 CGPA ,27 months,
TanmaySandav,Drexel University,Information Systems,Fall 2017 ,Admit,302,TOEFL,86,65%,28 months,
niveda,Drexel University,Information Systems,Fall 2017 ,Admit,310,ENG TEST,NA ,80.20%,NA,
asax19,Drexel University,Information Systems,Spring 2017 ,Admit,314,TOEFL,114,6.81 CGPA ,6 months,
asw,Drexel University,Information Systems,Spring 2017 ,Admit,314,TOEFL,107,8.25 CGPA ,6 months,
kanna,Drexel University,Information Systems,Fall 2016 ,Admit,307,TOEFL,101,8.42 CGPA ,41 months,
abhishekthelord,Drexel University,Information Systems,Fall 2016 ,Admit,N.A. ,ENG TEST,NA ,72%,21 months,
akhifall16,Drexel University,Information Systems,Fall 2016 ,Admit,305,IELTS,7.5,8 CGPA ,6 months,
Sirish07,Drexel University,Information Systems,Fall 2018 ,Reject,306,TOEFL,92,6.33 CGPA ,-1 months,
dio,Drexel University,Information Systems,Fall 2018 ,Reject,309,TOEFL,94,6.45 CGPA ,13 months,
Yaassh,Drexel University,Information Systems,Fall 2017 ,Reject,318,TOEFL,113,5.97 CGPA ,20 months,
Amit50,Drexel University,Information Systems,Fall 2017 ,Reject,302,TOEFL,96,78%,74 months,
pratt23,Drexel University,Information Systems,Fall 2016 ,Reject,297,TOEFL,86,62.20%,32 months,
akashjain,Drexel University,Information Systems,Fall 2016 ,Reject,318,TOEFL,110,8.2 CGPA ,20 months,
kratikasainferno,Drexel University,Information Systems,Spring 2019 ,Interested,306,TOEFL,102,65%,26 months,
sisirchinferno,Drexel University,Information Systems,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38 months,
abhipato,Drexel University,Information Systems,Fall 2018 ,Interested,296,TOEFL,86,67%,30 months,
hitesharsenalpatel,Drexel University,Information Systems,Fall 2018 ,Interested,311,IELTS,7,58.71%,30 months,
Ram1199,Drexel University,Information Systems,Spring 2019 ,Interested,305,IELTS,7,62%,8 months,
HEMASAHU,Drexel University,Information Systems,Fall 2018 ,Interested,298,TOEFL,86,70%,7 months,
techgeek3007,Drexel University,Information Systems,Fall 2018 ,Interested,295,ENG TEST,NA ,9.3 CGPA ,12 months,
sriganesh,Drexel University,Information Systems,Fall 2018 ,Interested,302,ENG TEST,NA ,6.9 CGPA ,40 months,
Harsh-C,Drexel University,Information Systems,Fall 2018 ,Interested,303,TOEFL,90,58.80%,NA,
roshel.tauro,Drexel University,Information Systems,Fall 2018 ,Interested,N.A. ,TOEFL,0,65%,NA,
Ankurchintu,Drexel University,Information Systems,Fall 2019 ,Interested,315,IELTS,7.5,60%,30 months,
alti,Drexel University,Information Systems,Fall 2018 ,Interested,310,TOEFL,96,62%,57 months,
sidpatell,Drexel University,Information Systems,Fall 2018 ,Interested,N.A. ,IELTS,7.5,52.62%,-1 months,
AnushreeKashayp,Drexel University,Information Systems,Fall 2018 ,Interested,311,TOEFL,108,73%,27 months,
Sush11,Drexel University,Information Systems,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,76%,5 months,
wjames684,Drexel University,Information Systems,Fall 2018 ,Interested,314,ENG TEST,NA ,7.25 CGPA ,24 months,
PT,Drexel University,Information Systems,Fall 2017 ,Interested,309,TOEFL,105,7.5 CGPA ,NA,
sid026,Drexel University,Information Systems,Fall 2019 ,Interested,309,ENG TEST,NA ,7.3 CGPA ,6 months,
Dhruv3010,Drexel University,Information Systems,Fall 2017 ,Interested,N.A. ,ENG TEST,NA ,6.9 CGPA ,16 months,
Sagarika ,Drexel University,Information Systems,Fall 2017 ,Interested,318,TOEFL,115,7.43 CGPA ,NA,
manusharma25,University of Arizona,Management Information System,Fall 2018 ,Applied,312,TOEFL,100,67%,60 months,
PRIYA1963,University of Arizona,Management Information System,Fall 2018 ,Applied,N.A. ,ENG TEST,NA ,90%,1 month,
sayalisurya6723,University of Arizona,Management Information System,Fall 2018 ,Applied,312,TOEFL,102,65%,20 months,
Aakash6993,University of Arizona,Management Information System,Fall 2018 ,Applied,318,TOEFL,102,67%,32 months,
shreyadumbre,University of Arizona,Management Information System,Fall 2018 ,Applied,311,TOEFL,106,68%,19 months,
Tanya13,University of Arizona,Management Information System,Fall 2018 ,Applied,315,TOEFL,112,8.24 CGPA ,1 month,
adipareshshah,University of Arizona,Management Information System,Fall 2018 ,Applied,N.A. ,TOEFL,113,73.89%,60 months,
chaitali922,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,101,7.79 CGPA ,16 months,
Radhika26,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,93,7.8 CGPA ,26 months,
Anand31,University of Arizona,Management Information System,Fall 2018 ,Applied,314,TOEFL,0,63.28%,40 months,
abhijay22,University of Arizona,Management Information System,Fall 2018 ,Applied,319,TOEFL,101,6.57 CGPA ,15 months,
Kokil57,University of Arizona,Management Information System,Fall 2018 ,Applied,322,TOEFL,110,5.66 CGPA ,6 months,
shreyadumbre 23,University of Arizona,Management Information System,Fall 2018 ,Applied,311,TOEFL,106,68.23%,19 months,
Abhinavsharma071994,University of Arizona,Management Information System,Fall 2018 ,Applied,319,TOEFL,114,6.71 CGPA ,14 months,
Shubhra09,University of Arizona,Management Information System,Fall 2018 ,Applied,320,TOEFL,96,8.46 CGPA ,42 months,
Kunal-Indore,University of Arizona,Management Information System,Fall 2018 ,Applied,318,TOEFL,109,69%,30 months,
sukritibharti,University of Arizona,Management Information System,Fall 2018 ,Applied,308,TOEFL,108,8.65 CGPA ,36 months,
Shivapriyak,University of Arizona,Management Information System,Fall 2018 ,Applied,317,TOEFL,103,79%,60 months,
Keya2008,University of Arizona,Management Information System,Fall 2017 ,Applied,321,TOEFL,117,87.20%,30 months,
Amodoi,University of Arizona,Management Information System,Fall 2018 ,Applied,307,TOEFL,99,67%,16 months,
Apu0929,University of Arizona,Management Information System,Fall 2018 ,Admit,326,TOEFL,115,9.38 CGPA ,1 month,
pavithra25,University of Arizona,Management Information System,Fall 2018 ,Admit,308,TOEFL,105,85%,60 months,
JaySomaiya,University of Arizona,Management Information System,Fall 2018 ,Admit,317,TOEFL,110,6.93 CGPA ,25 months,
bostonner,University of Arizona,Management Information System,Fall 2018 ,Admit,315,TOEFL,104,77%,3 months,
KrithikaCT,University of Arizona,Management Information System,Fall 2018 ,Admit,301,TOEFL,0,80.12%,60 months,
tarunreddy7,University of Arizona,Management Information System,Fall 2018 ,Admit,315,TOEFL,104,6.97 CGPA ,18 months,
AnujC,University of Arizona,Management Information System,Fall 2018 ,Admit,325,TOEFL,115,9.12 CGPA ,4 months,
